bins,z_score,p_val,significant
0,2.6835882863313776,0.0072836741310499204,True
1,4.134491152973616,3.5574195649950636e-05,True
2,4.662524041201569,3.123545840041752e-06,True
3,1.002006020070253,0.31634068532105364,False
4,3.7031176282662654,0.00021296607486092535,True
5,1.419904585617662,0.15563546075803855,False
6,1.002006020070253,0.31634068532105364,False
7,-10.21623853814204,1.6772334049698056e-24,True
8,-2.9400353848825778,0.00328174766679847,True
9,1.419904585617662,0.15563546075803855,False
10,1.002006020070253,0.31634068532105364,False
11,1.419904585617662,0.15563546075803855,False
12,1.419904585617662,0.15563546075803855,False
13,1.002006020070253,0.31634068532105364,False
14,2.6835882863313776,0.0072836741310499204,True
15,4.134491152973616,3.5574195649950636e-05,True
16,1.7425375883933072,0.08141442011758705,False
17,1.419904585617662,0.15563546075803855,False
18,1.002006020070253,0.31634068532105364,False
19,1.002006020070253,0.31634068532105364,False
